district_gadm,state_gadm,year,q,quarter,quarter_num
Auraiya,Uttar Pradesh,2023,1,2023Q1,33
Auraiya,Uttar Pradesh,2023,2,2023Q2,34
Auraiya,Uttar Pradesh,2023,3,2023Q3,35
Auraiya,Uttar Pradesh,2023,4,2023Q4,36
Auraiya,Uttar Pradesh,2024,1,2024Q1,37
Auraiya,Uttar Pradesh,2024,2,2024Q2,38
Auraiya,Uttar Pradesh,2024,3,2024Q3,39
Auraiya,Uttar Pradesh,2024,4,2024Q4,40
Azamgarh,Uttar Pradesh,2015,1,2015Q1,1
Azamgarh,Uttar Pradesh,2015,2,2015Q2,2
Azamgarh,Uttar Pradesh,2015,3,2015Q3,3
Azamgarh,Uttar Pradesh,2015,4,2015Q4,4
Azamgarh,Uttar Pradesh,2016,1,2016Q1,5
Azamgarh,Uttar Pradesh,2016,2,2016Q2,6
Azamgarh,Uttar Pradesh,2016,3,2016Q3,7
Azamgarh,Uttar Pradesh,2016,4,2016Q4,8
Azamgarh,Uttar Pradesh,2017,1,2017Q1,9
Azamgarh,Uttar Pradesh,2017,2,2017Q2,10
Azamgarh,Uttar Pradesh,2017,3,2017Q3,11
Azamgarh,Uttar Pradesh,2017,4,2017Q4,12
Azamgarh,Uttar Pradesh,2018,1,2018Q1,13
Azamgarh,Uttar Pradesh,2018,2,2018Q2,14
Azamgarh,Uttar Pradesh,2018,3,2018Q3,15
Azamgarh,Uttar Pradesh,2018,4,2018Q4,16
Azamgarh,Uttar Pradesh,2019,1,2019Q1,17
Azamgarh,Uttar Pradesh,2019,2,2019Q2,18
Azamgarh,Uttar Pradesh,2019,3,2019Q3,19
Azamgarh,Uttar Pradesh,2019,4,2019Q4,20
Azamgarh,Uttar Pradesh,2020,1,2020Q1,21
Azamgarh,Uttar Pradesh,2020,2,2020Q2,22
Azamgarh,Uttar Pradesh,2020,3,2020Q3,23
Azamgarh,Uttar Pradesh,2020,4,2020Q4,24
Azamgarh,Uttar Pradesh,2021,1,2021Q1,25
Azamgarh,Uttar Pradesh,2021,2,2021Q2,26
Azamgarh,Uttar Pradesh,2021,3,2021Q3,27
Azamgarh,Uttar Pradesh,2021,4,2021Q4,28
Azamgarh,Uttar Pradesh,2022,1,2022Q1,29
Azamgarh,Uttar Pradesh,2022,2,2022Q2,30
Azamgarh,Uttar Pradesh,2022,3,2022Q3,31
Azamgarh,Uttar Pradesh,2022,4,2022Q4,32
Azamgarh,Uttar Pradesh,2023,1,2023Q1,33
Azamgarh,Uttar Pradesh,2023,2,2023Q2,34
Azamgarh,Uttar Pradesh,2023,3,2023Q3,35
Azamgarh,Uttar Pradesh,2023,4,2023Q4,36
Azamgarh,Uttar Pradesh,2024,1,2024Q1,37
Azamgarh,Uttar Pradesh,2024,2,2024Q2,38
Azamgarh,Uttar Pradesh,2024,3,2024Q3,39
Azamgarh,Uttar Pradesh,2024,4,2024Q4,40
Baghpat,Uttar Pradesh,2015,1,2015Q1,1
Baghpat,Uttar Pradesh,2015,2,2015Q2,2
Baghpat,Uttar Pradesh,2015,3,2015Q3,3
Baghpat,Uttar Pradesh,2015,4,2015Q4,4
Baghpat,Uttar Pradesh,2016,1,2016Q1,5
Baghpat,Uttar Pradesh,2016,2,2016Q2,6
Baghpat,Uttar Pradesh,2016,3,2016Q3,7
Baghpat,Uttar Pradesh,2016,4,2016Q4,8
Baghpat,Uttar Pradesh,2017,1,2017Q1,9
Baghpat,Uttar Pradesh,2017,2,2017Q2,10
Baghpat,Uttar Pradesh,2017,3,2017Q3,11
Baghpat,Uttar Pradesh,2017,4,2017Q4,12
Baghpat,Uttar Pradesh,2018,1,2018Q1,13
Baghpat,Uttar Pradesh,2018,2,2018Q2,14
Baghpat,Uttar Pradesh,2018,3,2018Q3,15
Baghpat,Uttar Pradesh,2018,4,2018Q4,16
Baghpat,Uttar Pradesh,2019,1,2019Q1,17
Baghpat,Uttar Pradesh,2019,2,2019Q2,18
Baghpat,Uttar Pradesh,2019,3,2019Q3,19
Baghpat,Uttar Pradesh,2019,4,2019Q4,20
Baghpat,Uttar Pradesh,2020,1,2020Q1,21
Baghpat,Uttar Pradesh,2020,2,2020Q2,22
Baghpat,Uttar Pradesh,2020,3,2020Q3,23
Baghpat,Uttar Pradesh,2020,4,2020Q4,24
Baghpat,Uttar Pradesh,2021,1,2021Q1,25
Baghpat,Uttar Pradesh,2021,2,2021Q2,26
Baghpat,Uttar Pradesh,2021,3,2021Q3,27
Baghpat,Uttar Pradesh,2021,4,2021Q4,28
Baghpat,Uttar Pradesh,2022,1,2022Q1,29
Baghpat,Uttar Pradesh,2022,2,2022Q2,30
Baghpat,Uttar Pradesh,2022,3,2022Q3,31
Baghpat,Uttar Pradesh,2022,4,2022Q4,32
Baghpat,Uttar Pradesh,2023,1,2023Q1,33
Baghpat,Uttar Pradesh,2023,2,2023Q2,34
Baghpat,Uttar Pradesh,2023,3,2023Q3,35
Baghpat,Uttar Pradesh,2023,4,2023Q4,36
Baghpat,Uttar Pradesh,2024,1,2024Q1,37
Baghpat,Uttar Pradesh,2024,2,2024Q2,38
Baghpat,Uttar Pradesh,2024,3,2024Q3,39
Baghpat,Uttar Pradesh,2024,4,2024Q4,40
Bahraich,Uttar Pradesh,2015,1,2015Q1,1
Bahraich,Uttar Pradesh,2015,2,2015Q2,2
Bahraich,Uttar Pradesh,2015,3,2015Q3,3
Bahraich,Uttar Pradesh,2015,4,2015Q4,4
Bahraich,Uttar Pradesh,2016,1,2016Q1,5
Bahraich,Uttar Pradesh,2016,2,2016Q2,6
Bahraich,Uttar Pradesh,2016,3,2016Q3,7
Bahraich,Uttar Pradesh,2016,4,2016Q4,8
Bahraich,Uttar Pradesh,2017,1,2017Q1,9
Bahraich,Uttar Pradesh,2017,2,2017Q2,10
Bahraich,Uttar Pradesh,2017,3,2017Q3,11
Bahraich,Uttar Pradesh,2017,4,2017Q4,12
Bahraich,Uttar Pradesh,2018,1,2018Q1,13
Bahraich,Uttar Pradesh,2018,2,2018Q2,14
Bahraich,Uttar Pradesh,2018,3,2018Q3,15
Bahraich,Uttar Pradesh,2018,4,2018Q4,16
Bahraich,Uttar Pradesh,2019,1,2019Q1,17
Bahraich,Uttar Pradesh,2019,2,2019Q2,18
Bahraich,Uttar Pradesh,2019,3,2019Q3,19
Bahraich,Uttar Pradesh,2019,4,2019Q4,20
Bahraich,Uttar Pradesh,2020,1,2020Q1,21
Bahraich,Uttar Pradesh,2020,2,2020Q2,22
Bahraich,Uttar Pradesh,2020,3,2020Q3,23
Bahraich,Uttar Pradesh,2020,4,2020Q4,24
Bahraich,Uttar Pradesh,2021,1,2021Q1,25
Bahraich,Uttar Pradesh,2021,2,2021Q2,26
Bahraich,Uttar Pradesh,2021,3,2021Q3,27
Bahraich,Uttar Pradesh,2021,4,2021Q4,28
Bahraich,Uttar Pradesh,2022,1,2022Q1,29
Bahraich,Uttar Pradesh,2022,2,2022Q2,30
Bahraich,Uttar Pradesh,2022,3,2022Q3,31
Bahraich,Uttar Pradesh,2022,4,2022Q4,32
Bahraich,Uttar Pradesh,2023,1,2023Q1,33
Bahraich,Uttar Pradesh,2023,2,2023Q2,34
Bahraich,Uttar Pradesh,2023,3,2023Q3,35
Bahraich,Uttar Pradesh,2023,4,2023Q4,36
Bahraich,Uttar Pradesh,2024,1,2024Q1,37
Bahraich,Uttar Pradesh,2024,2,2024Q2,38
Bahraich,Uttar Pradesh,2024,3,2024Q3,39
Bahraich,Uttar Pradesh,2024,4,2024Q4,40
Ballia,Uttar Pradesh,2015,1,2015Q1,1
Ballia,Uttar Pradesh,2015,2,2015Q2,2
Ballia,Uttar Pradesh,2015,3,2015Q3,3
Ballia,Uttar Pradesh,2015,4,2015Q4,4
Ballia,Uttar Pradesh,2016,1,2016Q1,5
Ballia,Uttar Pradesh,2016,2,2016Q2,6
Ballia,Uttar Pradesh,2016,3,2016Q3,7
Ballia,Uttar Pradesh,2016,4,2016Q4,8
Ballia,Uttar Pradesh,2017,1,2017Q1,9
Ballia,Uttar Pradesh,2017,2,2017Q2,10
Ballia,Uttar Pradesh,2017,3,2017Q3,11
Ballia,Uttar Pradesh,2017,4,2017Q4,12
Ballia,Uttar Pradesh,2018,1,2018Q1,13
Ballia,Uttar Pradesh,2018,2,2018Q2,14
Ballia,Uttar Pradesh,2018,3,2018Q3,15
Ballia,Uttar Pradesh,2018,4,2018Q4,16
Ballia,Uttar Pradesh,2019,1,2019Q1,17
Ballia,Uttar Pradesh,2019,2,2019Q2,18
Ballia,Uttar Pradesh,2019,3,2019Q3,19
Ballia,Uttar Pradesh,2019,4,2019Q4,20
Ballia,Uttar Pradesh,2020,1,2020Q1,21
Ballia,Uttar Pradesh,2020,2,2020Q2,22
Ballia,Uttar Pradesh,2020,3,2020Q3,23
Ballia,Uttar Pradesh,2020,4,2020Q4,24
Ballia,Uttar Pradesh,2021,1,2021Q1,25
Ballia,Uttar Pradesh,2021,2,2021Q2,26
Ballia,Uttar Pradesh,2021,3,2021Q3,27
Ballia,Uttar Pradesh,2021,4,2021Q4,28
Ballia,Uttar Pradesh,2022,1,2022Q1,29
Ballia,Uttar Pradesh,2022,2,2022Q2,30
Ballia,Uttar Pradesh,2022,3,2022Q3,31
Ballia,Uttar Pradesh,2022,4,2022Q4,32
Ballia,Uttar Pradesh,2023,1,2023Q1,33
Ballia,Uttar Pradesh,2023,2,2023Q2,34
Ballia,Uttar Pradesh,2023,3,2023Q3,35
Ballia,Uttar Pradesh,2023,4,2023Q4,36
Ballia,Uttar Pradesh,2024,1,2024Q1,37
Ballia,Uttar Pradesh,2024,2,2024Q2,38
Ballia,Uttar Pradesh,2024,3,2024Q3,39
Ballia,Uttar Pradesh,2024,4,2024Q4,40
Balrampur,Uttar Pradesh,2015,1,2015Q1,1
Balrampur,Uttar Pradesh,2015,2,2015Q2,2
Balrampur,Uttar Pradesh,2015,3,2015Q3,3
Balrampur,Uttar Pradesh,2015,4,2015Q4,4
Balrampur,Uttar Pradesh,2016,1,2016Q1,5
Balrampur,Uttar Pradesh,2016,2,2016Q2,6
Balrampur,Uttar Pradesh,2016,3,2016Q3,7
Balrampur,Uttar Pradesh,2016,4,2016Q4,8
Balrampur,Uttar Pradesh,2017,1,2017Q1,9
Balrampur,Uttar Pradesh,2017,2,2017Q2,10
Balrampur,Uttar Pradesh,2017,3,2017Q3,11
Balrampur,Uttar Pradesh,2017,4,2017Q4,12
Balrampur,Uttar Pradesh,2018,1,2018Q1,13
Balrampur,Uttar Pradesh,2018,2,2018Q2,14
Balrampur,Uttar Pradesh,2018,3,2018Q3,15
Balrampur,Uttar Pradesh,2018,4,2018Q4,16
Balrampur,Uttar Pradesh,2019,1,2019Q1,17
Balrampur,Uttar Pradesh,2019,2,2019Q2,18
Balrampur,Uttar Pradesh,2019,3,2019Q3,19
Balrampur,Uttar Pradesh,2019,4,2019Q4,20
Balrampur,Uttar Pradesh,2020,1,2020Q1,21
Balrampur,Uttar Pradesh,2020,2,2020Q2,22
Balrampur,Uttar Pradesh,2020,3,2020Q3,23
Balrampur,Uttar Pradesh,2020,4,2020Q4,24
Balrampur,Uttar Pradesh,2021,1,2021Q1,25
Balrampur,Uttar Pradesh,2021,2,2021Q2,26
Balrampur,Uttar Pradesh,2021,3,2021Q3,27
Balrampur,Uttar Pradesh,2021,4,2021Q4,28
Balrampur,Uttar Pradesh,2022,1,2022Q1,29
Balrampur,Uttar Pradesh,2022,2,2022Q2,30
Balrampur,Uttar Pradesh,2022,3,2022Q3,31
Balrampur,Uttar Pradesh,2022,4,2022Q4,32
Balrampur,Uttar Pradesh,2023,1,2023Q1,33
Balrampur,Uttar Pradesh,2023,2,2023Q2,34
Balrampur,Uttar Pradesh,2023,3,2023Q3,35
Balrampur,Uttar Pradesh,2023,4,2023Q4,36
Balrampur,Uttar Pradesh,2024,1,2024Q1,37
Balrampur,Uttar Pradesh,2024,2,2024Q2,38
Balrampur,Uttar Pradesh,2024,3,2024Q3,39
Balrampur,Uttar Pradesh,2024,4,2024Q4,40
Banda,Uttar Pradesh,2015,1,2015Q1,1
Banda,Uttar Pradesh,2015,2,2015Q2,2
Banda,Uttar Pradesh,2015,3,2015Q3,3
Banda,Uttar Pradesh,2015,4,2015Q4,4
Banda,Uttar Pradesh,2016,1,2016Q1,5
Banda,Uttar Pradesh,2016,2,2016Q2,6
Banda,Uttar Pradesh,2016,3,2016Q3,7
Banda,Uttar Pradesh,2016,4,2016Q4,8
Banda,Uttar Pradesh,2017,1,2017Q1,9
Banda,Uttar Pradesh,2017,2,2017Q2,10
Banda,Uttar Pradesh,2017,3,2017Q3,11
Banda,Uttar Pradesh,2017,4,2017Q4,12
Banda,Uttar Pradesh,2018,1,2018Q1,13
Banda,Uttar Pradesh,2018,2,2018Q2,14
Banda,Uttar Pradesh,2018,3,2018Q3,15
Banda,Uttar Pradesh,2018,4,2018Q4,16
Banda,Uttar Pradesh,2019,1,2019Q1,17
Banda,Uttar Pradesh,2019,2,2019Q2,18
Banda,Uttar Pradesh,2019,3,2019Q3,19
Banda,Uttar Pradesh,2019,4,2019Q4,20
Banda,Uttar Pradesh,2020,1,2020Q1,21
Banda,Uttar Pradesh,2020,2,2020Q2,22
Banda,Uttar Pradesh,2020,3,2020Q3,23
Banda,Uttar Pradesh,2020,4,2020Q4,24
Banda,Uttar Pradesh,2021,1,2021Q1,25
Banda,Uttar Pradesh,2021,2,2021Q2,26
Banda,Uttar Pradesh,2021,3,2021Q3,27
Banda,Uttar Pradesh,2021,4,2021Q4,28
Banda,Uttar Pradesh,2022,1,2022Q1,29
Banda,Uttar Pradesh,2022,2,2022Q2,30
Banda,Uttar Pradesh,2022,3,2022Q3,31
Banda,Uttar Pradesh,2022,4,2022Q4,32
Banda,Uttar Pradesh,2023,1,2023Q1,33
Banda,Uttar Pradesh,2023,2,2023Q2,34
Banda,Uttar Pradesh,2023,3,2023Q3,35
Banda,Uttar Pradesh,2023,4,2023Q4,36
Banda,Uttar Pradesh,2024,1,2024Q1,37
Banda,Uttar Pradesh,2024,2,2024Q2,38
Banda,Uttar Pradesh,2024,3,2024Q3,39
Banda,Uttar Pradesh,2024,4,2024Q4,40
Barabanki,Uttar Pradesh,2015,1,2015Q1,1
Barabanki,Uttar Pradesh,2015,2,2015Q2,2
Barabanki,Uttar Pradesh,2015,3,2015Q3,3
Barabanki,Uttar Pradesh,2015,4,2015Q4,4
Barabanki,Uttar Pradesh,2016,1,2016Q1,5
Barabanki,Uttar Pradesh,2016,2,2016Q2,6
Barabanki,Uttar Pradesh,2016,3,2016Q3,7
Barabanki,Uttar Pradesh,2016,4,2016Q4,8
Barabanki,Uttar Pradesh,2017,1,2017Q1,9
Barabanki,Uttar Pradesh,2017,2,2017Q2,10
Barabanki,Uttar Pradesh,2017,3,2017Q3,11
Barabanki,Uttar Pradesh,2017,4,2017Q4,12
Barabanki,Uttar Pradesh,2018,1,2018Q1,13
Barabanki,Uttar Pradesh,2018,2,2018Q2,14
Barabanki,Uttar Pradesh,2018,3,2018Q3,15
Barabanki,Uttar Pradesh,2018,4,2018Q4,16
Barabanki,Uttar Pradesh,2019,1,2019Q1,17
Barabanki,Uttar Pradesh,2019,2,2019Q2,18
Barabanki,Uttar Pradesh,2019,3,2019Q3,19
Barabanki,Uttar Pradesh,2019,4,2019Q4,20
Barabanki,Uttar Pradesh,2020,1,2020Q1,21
Barabanki,Uttar Pradesh,2020,2,2020Q2,22
Barabanki,Uttar Pradesh,2020,3,2020Q3,23
Barabanki,Uttar Pradesh,2020,4,2020Q4,24
Barabanki,Uttar Pradesh,2021,1,2021Q1,25
Barabanki,Uttar Pradesh,2021,2,2021Q2,26
Barabanki,Uttar Pradesh,2021,3,2021Q3,27
Barabanki,Uttar Pradesh,2021,4,2021Q4,28
Barabanki,Uttar Pradesh,2022,1,2022Q1,29
Barabanki,Uttar Pradesh,2022,2,2022Q2,30
Barabanki,Uttar Pradesh,2022,3,2022Q3,31
Barabanki,Uttar Pradesh,2022,4,2022Q4,32
Barabanki,Uttar Pradesh,2023,1,2023Q1,33
Barabanki,Uttar Pradesh,2023,2,2023Q2,34
Barabanki,Uttar Pradesh,2023,3,2023Q3,35
Barabanki,Uttar Pradesh,2023,4,2023Q4,36
Barabanki,Uttar Pradesh,2024,1,2024Q1,37
Barabanki,Uttar Pradesh,2024,2,2024Q2,38
Barabanki,Uttar Pradesh,2024,3,2024Q3,39
Barabanki,Uttar Pradesh,2024,4,2024Q4,40
Bareilly,Uttar Pradesh,2015,1,2015Q1,1
Bareilly,Uttar Pradesh,2015,2,2015Q2,2
Bareilly,Uttar Pradesh,2015,3,2015Q3,3
Bareilly,Uttar Pradesh,2015,4,2015Q4,4
Bareilly,Uttar Pradesh,2016,1,2016Q1,5
Bareilly,Uttar Pradesh,2016,2,2016Q2,6
Bareilly,Uttar Pradesh,2016,3,2016Q3,7
Bareilly,Uttar Pradesh,2016,4,2016Q4,8
Bareilly,Uttar Pradesh,2017,1,2017Q1,9
Bareilly,Uttar Pradesh,2017,2,2017Q2,10
Bareilly,Uttar Pradesh,2017,3,2017Q3,11
Bareilly,Uttar Pradesh,2017,4,2017Q4,12
Bareilly,Uttar Pradesh,2018,1,2018Q1,13
Bareilly,Uttar Pradesh,2018,2,2018Q2,14
Bareilly,Uttar Pradesh,2018,3,2018Q3,15
Bareilly,Uttar Pradesh,2018,4,2018Q4,16
Bareilly,Uttar Pradesh,2019,1,2019Q1,17
Bareilly,Uttar Pradesh,2019,2,2019Q2,18
Bareilly,Uttar Pradesh,2019,3,2019Q3,19
Bareilly,Uttar Pradesh,2019,4,2019Q4,20
Bareilly,Uttar Pradesh,2020,1,2020Q1,21
Bareilly,Uttar Pradesh,2020,2,2020Q2,22
Bareilly,Uttar Pradesh,2020,3,2020Q3,23
Bareilly,Uttar Pradesh,2020,4,2020Q4,24
Bareilly,Uttar Pradesh,2021,1,2021Q1,25
Bareilly,Uttar Pradesh,2021,2,2021Q2,26
Bareilly,Uttar Pradesh,2021,3,2021Q3,27
Bareilly,Uttar Pradesh,2021,4,2021Q4,28
Bareilly,Uttar Pradesh,2022,1,2022Q1,29
Bareilly,Uttar Pradesh,2022,2,2022Q2,30
Bareilly,Uttar Pradesh,2022,3,2022Q3,31
Bareilly,Uttar Pradesh,2022,4,2022Q4,32
Bareilly,Uttar Pradesh,2023,1,2023Q1,33
Bareilly,Uttar Pradesh,2023,2,2023Q2,34
Bareilly,Uttar Pradesh,2023,3,2023Q3,35
Bareilly,Uttar Pradesh,2023,4,2023Q4,36
Bareilly,Uttar Pradesh,2024,1,2024Q1,37
Bareilly,Uttar Pradesh,2024,2,2024Q2,38
Bareilly,Uttar Pradesh,2024,3,2024Q3,39
Bareilly,Uttar Pradesh,2024,4,2024Q4,40
Basti,Uttar Pradesh,2015,1,2015Q1,1
Basti,Uttar Pradesh,2015,2,2015Q2,2
Basti,Uttar Pradesh,2015,3,2015Q3,3
Basti,Uttar Pradesh,2015,4,2015Q4,4
Basti,Uttar Pradesh,2016,1,2016Q1,5
Basti,Uttar Pradesh,2016,2,2016Q2,6
Basti,Uttar Pradesh,2016,3,2016Q3,7
Basti,Uttar Pradesh,2016,4,2016Q4,8
Basti,Uttar Pradesh,2017,1,2017Q1,9
Basti,Uttar Pradesh,2017,2,2017Q2,10
Basti,Uttar Pradesh,2017,3,2017Q3,11
Basti,Uttar Pradesh,2017,4,2017Q4,12
Basti,Uttar Pradesh,2018,1,2018Q1,13
Basti,Uttar Pradesh,2018,2,2018Q2,14
Basti,Uttar Pradesh,2018,3,2018Q3,15
Basti,Uttar Pradesh,2018,4,2018Q4,16
Basti,Uttar Pradesh,2019,1,2019Q1,17
Basti,Uttar Pradesh,2019,2,2019Q2,18
Basti,Uttar Pradesh,2019,3,2019Q3,19
Basti,Uttar Pradesh,2019,4,2019Q4,20
Basti,Uttar Pradesh,2020,1,2020Q1,21
Basti,Uttar Pradesh,2020,2,2020Q2,22
Basti,Uttar Pradesh,2020,3,2020Q3,23
Basti,Uttar Pradesh,2020,4,2020Q4,24
Basti,Uttar Pradesh,2021,1,2021Q1,25
Basti,Uttar Pradesh,2021,2,2021Q2,26
Basti,Uttar Pradesh,2021,3,2021Q3,27
Basti,Uttar Pradesh,2021,4,2021Q4,28
Basti,Uttar Pradesh,2022,1,2022Q1,29
Basti,Uttar Pradesh,2022,2,2022Q2,30
Basti,Uttar Pradesh,2022,3,2022Q3,31
Basti,Uttar Pradesh,2022,4,2022Q4,32
Basti,Uttar Pradesh,2023,1,2023Q1,33
Basti,Uttar Pradesh,2023,2,2023Q2,34
Basti,Uttar Pradesh,2023,3,2023Q3,35
Basti,Uttar Pradesh,2023,4,2023Q4,36
Basti,Uttar Pradesh,2024,1,2024Q1,37
Basti,Uttar Pradesh,2024,2,2024Q2,38
Basti,Uttar Pradesh,2024,3,2024Q3,39
Basti,Uttar Pradesh,2024,4,2024Q4,40
Bijnor,Uttar Pradesh,2015,1,2015Q1,1
Bijnor,Uttar Pradesh,2015,2,2015Q2,2
Bijnor,Uttar Pradesh,2015,3,2015Q3,3
Bijnor,Uttar Pradesh,2015,4,2015Q4,4
Bijnor,Uttar Pradesh,2016,1,2016Q1,5
Bijnor,Uttar Pradesh,2016,2,2016Q2,6
Bijnor,Uttar Pradesh,2016,3,2016Q3,7
Bijnor,Uttar Pradesh,2016,4,2016Q4,8
Bijnor,Uttar Pradesh,2017,1,2017Q1,9
Bijnor,Uttar Pradesh,2017,2,2017Q2,10
Bijnor,Uttar Pradesh,2017,3,2017Q3,11
Bijnor,Uttar Pradesh,2017,4,2017Q4,12
Bijnor,Uttar Pradesh,2018,1,2018Q1,13
Bijnor,Uttar Pradesh,2018,2,2018Q2,14
Bijnor,Uttar Pradesh,2018,3,2018Q3,15
Bijnor,Uttar Pradesh,2018,4,2018Q4,16
Bijnor,Uttar Pradesh,2019,1,2019Q1,17
Bijnor,Uttar Pradesh,2019,2,2019Q2,18
Bijnor,Uttar Pradesh,2019,3,2019Q3,19
Bijnor,Uttar Pradesh,2019,4,2019Q4,20
Bijnor,Uttar Pradesh,2020,1,2020Q1,21
Bijnor,Uttar Pradesh,2020,2,2020Q2,22
Bijnor,Uttar Pradesh,2020,3,2020Q3,23
Bijnor,Uttar Pradesh,2020,4,2020Q4,24
Bijnor,Uttar Pradesh,2021,1,2021Q1,25
Bijnor,Uttar Pradesh,2021,2,2021Q2,26
Bijnor,Uttar Pradesh,2021,3,2021Q3,27
Bijnor,Uttar Pradesh,2021,4,2021Q4,28
Bijnor,Uttar Pradesh,2022,1,2022Q1,29
Bijnor,Uttar Pradesh,2022,2,2022Q2,30
Bijnor,Uttar Pradesh,2022,3,2022Q3,31
Bijnor,Uttar Pradesh,2022,4,2022Q4,32
Bijnor,Uttar Pradesh,2023,1,2023Q1,33
Bijnor,Uttar Pradesh,2023,2,2023Q2,34
Bijnor,Uttar Pradesh,2023,3,2023Q3,35
Bijnor,Uttar Pradesh,2023,4,2023Q4,36
Bijnor,Uttar Pradesh,2024,1,2024Q1,37
Bijnor,Uttar Pradesh,2024,2,2024Q2,38
Bijnor,Uttar Pradesh,2024,3,2024Q3,39
Bijnor,Uttar Pradesh,2024,4,2024Q4,40
Budaun,Uttar Pradesh,2015,1,2015Q1,1
Budaun,Uttar Pradesh,2015,2,2015Q2,2
Budaun,Uttar Pradesh,2015,3,2015Q3,3
Budaun,Uttar Pradesh,2015,4,2015Q4,4
Budaun,Uttar Pradesh,2016,1,2016Q1,5
Budaun,Uttar Pradesh,2016,2,2016Q2,6
Budaun,Uttar Pradesh,2016,3,2016Q3,7
Budaun,Uttar Pradesh,2016,4,2016Q4,8
Budaun,Uttar Pradesh,2017,1,2017Q1,9
Budaun,Uttar Pradesh,2017,2,2017Q2,10
Budaun,Uttar Pradesh,2017,3,2017Q3,11
Budaun,Uttar Pradesh,2017,4,2017Q4,12
Budaun,Uttar Pradesh,2018,1,2018Q1,13
Budaun,Uttar Pradesh,2018,2,2018Q2,14
Budaun,Uttar Pradesh,2018,3,2018Q3,15
Budaun,Uttar Pradesh,2018,4,2018Q4,16
Budaun,Uttar Pradesh,2019,1,2019Q1,17
Budaun,Uttar Pradesh,2019,2,2019Q2,18
Budaun,Uttar Pradesh,2019,3,2019Q3,19
Budaun,Uttar Pradesh,2019,4,2019Q4,20
Budaun,Uttar Pradesh,2020,1,2020Q1,21
Budaun,Uttar Pradesh,2020,2,2020Q2,22
Budaun,Uttar Pradesh,2020,3,2020Q3,23
Budaun,Uttar Pradesh,2020,4,2020Q4,24
Budaun,Uttar Pradesh,2021,1,2021Q1,25
Budaun,Uttar Pradesh,2021,2,2021Q2,26
Budaun,Uttar Pradesh,2021,3,2021Q3,27
Budaun,Uttar Pradesh,2021,4,2021Q4,28
Budaun,Uttar Pradesh,2022,1,2022Q1,29
Budaun,Uttar Pradesh,2022,2,2022Q2,30
Budaun,Uttar Pradesh,2022,3,2022Q3,31
Budaun,Uttar Pradesh,2022,4,2022Q4,32
Budaun,Uttar Pradesh,2023,1,2023Q1,33
Budaun,Uttar Pradesh,2023,2,2023Q2,34
Budaun,Uttar Pradesh,2023,3,2023Q3,35
Budaun,Uttar Pradesh,2023,4,2023Q4,36
Budaun,Uttar Pradesh,2024,1,2024Q1,37
Budaun,Uttar Pradesh,2024,2,2024Q2,38
Budaun,Uttar Pradesh,2024,3,2024Q3,39
Budaun,Uttar Pradesh,2024,4,2024Q4,40
Bulandshahr,Uttar Pradesh,2015,1,2015Q1,1
Bulandshahr,Uttar Pradesh,2015,2,2015Q2,2
Bulandshahr,Uttar Pradesh,2015,3,2015Q3,3
Bulandshahr,Uttar Pradesh,2015,4,2015Q4,4
Bulandshahr,Uttar Pradesh,2016,1,2016Q1,5
Bulandshahr,Uttar Pradesh,2016,2,2016Q2,6
Bulandshahr,Uttar Pradesh,2016,3,2016Q3,7
Bulandshahr,Uttar Pradesh,2016,4,2016Q4,8
Bulandshahr,Uttar Pradesh,2017,1,2017Q1,9
Bulandshahr,Uttar Pradesh,2017,2,2017Q2,10
Bulandshahr,Uttar Pradesh,2017,3,2017Q3,11
Bulandshahr,Uttar Pradesh,2017,4,2017Q4,12
Bulandshahr,Uttar Pradesh,2018,1,2018Q1,13
Bulandshahr,Uttar Pradesh,2018,2,2018Q2,14
Bulandshahr,Uttar Pradesh,2018,3,2018Q3,15
Bulandshahr,Uttar Pradesh,2018,4,2018Q4,16
Bulandshahr,Uttar Pradesh,2019,1,2019Q1,17
Bulandshahr,Uttar Pradesh,2019,2,2019Q2,18
Bulandshahr,Uttar Pradesh,2019,3,2019Q3,19
Bulandshahr,Uttar Pradesh,2019,4,2019Q4,20
Bulandshahr,Uttar Pradesh,2020,1,2020Q1,21
Bulandshahr,Uttar Pradesh,2020,2,2020Q2,22
Bulandshahr,Uttar Pradesh,2020,3,2020Q3,23
Bulandshahr,Uttar Pradesh,2020,4,2020Q4,24
Bulandshahr,Uttar Pradesh,2021,1,2021Q1,25
Bulandshahr,Uttar Pradesh,2021,2,2021Q2,26
Bulandshahr,Uttar Pradesh,2021,3,2021Q3,27
Bulandshahr,Uttar Pradesh,2021,4,2021Q4,28
Bulandshahr,Uttar Pradesh,2022,1,2022Q1,29
Bulandshahr,Uttar Pradesh,2022,2,2022Q2,30
Bulandshahr,Uttar Pradesh,2022,3,2022Q3,31
Bulandshahr,Uttar Pradesh,2022,4,2022Q4,32
Bulandshahr,Uttar Pradesh,2023,1,2023Q1,33
Bulandshahr,Uttar Pradesh,2023,2,2023Q2,34
Bulandshahr,Uttar Pradesh,2023,3,2023Q3,35
Bulandshahr,Uttar Pradesh,2023,4,2023Q4,36
Bulandshahr,Uttar Pradesh,2024,1,2024Q1,37
Bulandshahr,Uttar Pradesh,2024,2,2024Q2,38
